Geo;2018-Q1;2018-Q2;2018-Q3;2018-Q4;2019-Q1;2019-Q2;2019-Q3;2019-Q4;2020-Q1;2020-Q2
HR;109.44;109.26;112.32;113.54;117.55;120.60;121.36;124.90;128.25;130.57
